City,Date,PM2.5,PM10,Nox,CO2,SO2,O3,AQI
Bengaluru,09-01-2017,43.11,136.23,44.61,428.89,8.12,38.14,87
Bengaluru,10-01-2017,74.1,125.23,37.38,258.88,5.51,59.48,130
Bengaluru,11-01-2017,42.42,142.13,47.35,269.87,5.96,56.92,132
Bengaluru,12-01-2017,24.26,140.88,44.12,200.04,3.72,52.42,110
Bengaluru,13-01-2017,31.22,108.09,26.86,273,3.67,50.8,91
Bengaluru,14-01-2017,29.21,,13.26,162.16,3.29,63.14,78
Bengaluru,15-01-2017,26.3,,11.83,436.22,3.07,58.37,71
Bengaluru,16-01-2017,31.65,128.58,34.1,162.46,5.25,53.3,66
Bengaluru,17-01-2017,37.02,130.28,52.33,165.93,7.6,,94
Bengaluru,18-01-2017,39.68,111.56,47.26,453.05,6.18,,117
Bengaluru,19-01-2017,31.59,104.2,42.72,289.47,5.81,,87
Bengaluru,20-01-2017,39.92,116.54,47.16,97.31,5.54,,85
Bengaluru,21-01-2017,40.34,103.46,67.51,205.58,6.9,,98
Bengaluru,22-01-2017,,102.7,76.4,367.42,7.09,,98
Bengaluru,23-01-2017,49.45,125.79,67.63,232.61,6.9,,111
Bengaluru,24-01-2017,41.55,121.2,45.39,240.43,6.23,51.39,100
Bengaluru,25-01-2017,34.96,114.94,41.5,274.41,4.81,49.67,168
Bengaluru,26-01-2017,27.04,109.75,28.01,150.13,3.67,47.81,182
Bengaluru,27-01-2017,23.36,87.39,46.38,240.82,5.81,19.01,174
Bengaluru,28-01-2017,10.26,65.08,63.82,146.9,5.34,20.22,210
Bengaluru,29-01-2017,6.8,59.96,39.99,207.84,4.24,17.63,214
Bengaluru,30-01-2017,31.79,83.98,40.89,289.57,4.51,34.35,230
Bengaluru,31-01-2017,37.81,81.51,40.55,362.18,7.85,47.14,97
Bengaluru,01-02-2017,27.42,81.76,43.93,335.27,8.57,39.53,101
Bengaluru,02-02-2017,49.35,82.75,58.2,308.99,5.18,72.53,94
Bengaluru,03-02-2017,32.16,93.4,43.39,317.99,3.37,50.44,207
Bengaluru,04-02-2017,32.08,,19.23,279.92,3.34,60.82,270
Bengaluru,05-02-2017,29.93,,19.93,326.58,2.93,58.61,269
Bengaluru,06-02-2017,32.73,117.9,45.2,218.98,4.71,60.34,273
Bengaluru,07-02-2017,43.1,102.65,64.19,454.75,6.59,65.58,238
Bengaluru,08-02-2017,41.94,91.18,45.34,315.75,7.24,64.64,200
Bengaluru,09-02-2017,38.04,103.85,45.51,471.47,6.22,12.28,69
Bengaluru,10-02-2017,36.09,102.51,41.63,232.06,7.38,13.96,77
Bengaluru,11-02-2017,29.54,93.69,51.47,227.53,5.61,41.88,109
Bengaluru,12-02-2017,27.65,81.87,57.48,484.26,5.79,43.53,80
Bengaluru,13-02-2017,30.98,71.6,44.34,378.08,5.43,,59
Bengaluru,14-02-2017,34.94,71.16,49,283.43,5.9,,71
Bengaluru,15-02-2017,40.41,78.71,64.96,373.33,8.65,,83
Bengaluru,16-02-2017,34.8,86.61,70.5,228.53,7.73,,83
Bengaluru,17-02-2017,47.98,114.34,70.87,391.46,10.26,,95
Bengaluru,18-02-2017,47.56,99.64,80.24,144.31,9.22,,96
Bengaluru,19-02-2017,41.4,108.35,102.78,477.9,8.57,,92
Bengaluru,20-02-2017,53.85,115.91,95.12,257.38,10.75,,90
Bengaluru,21-02-2017,52.93,122.79,75.14,91.81,9.32,,104
Bengaluru,22-02-2017,42.13,116.85,51.89,430.26,17.04,66.01,106
Bengaluru,23-02-2017,44.09,107.48,49.76,452.46,9.22,45.32,99
Bengaluru,24-02-2017,42.73,92.91,47.21,378.48,9.04,21.94,83
Bengaluru,25-02-2017,40.96,86.08,35.46,333.37,7.42,19.64,75
Bengaluru,26-02-2017,35.66,90.69,32.39,467.79,7.69,34.75,73
Bengaluru,27-02-2017,37.55,85.57,38.99,329.93,7,25.64,70
Bengaluru,28-02-2017,31.19,87.32,43.09,406.14,6.84,27.08,71
Bengaluru,01-03-2017,39.98,98.33,72.79,262.06,6.83,32.88,71
Bengaluru,02-03-2017,36.36,85.55,51.16,377.24,6.54,22.95,75
Bengaluru,03-03-2017,29.87,89.98,40.71,499.54,6.43,22.65,104
Bengaluru,04-03-2017,28.41,75.22,41.35,222.13,8.16,13.85,57
Bengaluru,05-03-2017,23.15,78.15,25.6,374.05,7.12,20.8,59
Bengaluru,06-03-2017,26.67,74.17,29.12,117,6.61,19.79,54
Bengaluru,07-03-2017,27.87,81.97,38.6,335.79,5.4,25.64,59
Bengaluru,08-03-2017,31.78,84.76,41.89,195.3,8.94,29.59,102
Bengaluru,09-03-2017,32.53,98.45,38.79,439.97,6.8,16.07,72
Bengaluru,10-03-2017,29.4,71.8,22.5,211.84,5.47,29.37,66
Bengaluru,11-03-2017,28.94,76.71,25.81,250.31,5.57,26.56,56
Bengaluru,12-03-2017,27.07,65.19,28.21,491.14,5.54,30.11,66
Bengaluru,13-03-2017,42.64,98.52,26.88,146.92,6.36,19.9,55
Bengaluru,14-03-2017,21.93,70.51,25.17,304.14,3.91,11.13,69
Bengaluru,15-03-2017,17.99,66.24,23.84,438.69,4.61,8.93,44
Bengaluru,16-03-2017,27.59,63.81,23.73,191.67,4.77,28.92,54
Bengaluru,17-03-2017,39.28,107.17,30.51,56.87,4.14,47.72,98
Bengaluru,18-03-2017,32.33,87.57,30.75,453.35,7.59,66.57,99
Bengaluru,19-03-2017,32.31,81.68,21.08,328.83,5.33,57.26,95
Bengaluru,20-03-2017,38.73,105.25,29.11,153.69,4.51,60.19,87
Bengaluru,21-03-2017,36.42,95.55,30.76,174.35,5.53,42.51,83
Bengaluru,22-03-2017,43.96,105.81,32.28,409.81,6.87,36.22,74
Bengaluru,23-03-2017,44.26,102.04,41.3,338.94,8.28,42.18,89
Bengaluru,24-03-2017,67.75,107.42,39.52,379.67,7.14,43.89,140
Bengaluru,25-03-2017,47.51,114.14,40.07,309.75,9.41,52.37,104
Bengaluru,26-03-2017,53.63,116.45,35.29,405.52,12.82,68.34,99
Bengaluru,27-03-2017,40.42,114.11,27.16,419.48,3.65,45.77,90
Bengaluru,28-03-2017,55.94,105.81,30.4,224.1,4.77,40.7,82
Bengaluru,29-03-2017,41.83,89.06,23.82,455.43,3.28,52.94,112
Bengaluru,30-03-2017,46.83,69.68,27.69,277.34,2.48,47.33,90
Bengaluru,31-03-2017,55.9,94.22,37.77,122.07,2.53,53.42,112
Bengaluru,01-04-2017,51.65,108.37,37.78,148.31,2.79,61.72,124
Bengaluru,02-04-2017,32.61,104.58,30.53,380.22,2.59,66.27,113
Bengaluru,03-04-2017,39.37,106.07,41.21,219.8,2.79,68.42,117
Bengaluru,04-04-2017,36.85,99.33,25.76,168.1,2.3,72.54,120
Bengaluru,05-04-2017,29.5,78.34,20.83,322.15,2,69.06,94
Bengaluru,06-04-2017,29.52,92.48,19.83,402.02,2.28,66.84,110
Bengaluru,07-04-2017,31.08,79.87,24.61,99.15,2.65,68.4,94
Bengaluru,08-04-2017,36.66,103.5,34.42,252.11,2.8,45.04,82
Bengaluru,09-04-2017,29.29,89.11,28.32,397.16,2.54,37.96,75
Bengaluru,10-04-2017,43,90.64,34.64,456.63,3.03,60,99
Bengaluru,11-04-2017,31.18,92.2,34.13,56.1,2.39,60,99
Bengaluru,12-04-2017,50.84,84.95,27.24,345.24,9.91,17.79,78
Bengaluru,13-04-2017,50.54,105.34,37.62,318.82,4.26,75.93,108
Bengaluru,14-04-2017,51.33,104.38,39.64,282.98,5.03,63.27,107
Bengaluru,15-04-2017,35.01,101.83,45.01,122.09,6.77,60.39,106
Bengaluru,16-04-2017,29.02,102.67,32.75,383.8,8.21,66.23,105
Bengaluru,17-04-2017,34.86,79.44,27.93,226.76,5.81,83.69,86
Bengaluru,18-04-2017,38.46,66.4,24.41,155.58,5.07,91.3,77
Bengaluru,19-04-2017,38.13,84.63,25.49,432.51,4.74,81.46,92
Bengaluru,20-04-2017,29.75,56.29,24.78,188.16,4.71,47.22,81
Bengaluru,21-04-2017,21.53,80.41,24.41,139.29,4.71,54.16,75
Bengaluru,22-04-2017,25.46,62.1,22.79,190.42,4.83,24.41,64
Bengaluru,23-04-2017,28.49,74.8,23.6,131.47,3.68,7.03,50
Bengaluru,24-04-2017,34.85,,32.57,399.77,3.49,21.33,59
Bengaluru,25-04-2017,29.88,108.62,31.4,131.93,3.52,27,66
Bengaluru,26-04-2017,33.95,110.88,42.65,372.5,3.86,48.16,92
Bengaluru,27-04-2017,40.01,100.72,38.94,123.13,5.61,27.84,87
Bengaluru,28-04-2017,62.07,84.02,32.77,151.84,4.4,61.69,96
Bengaluru,29-04-2017,38.44,76.53,39.84,204.13,5.15,43.66,139
Bengaluru,30-04-2017,13.3,111.3,45.34,477.53,5.04,22.75,65
Bengaluru,01-05-2017,20.32,80.58,31.84,461.22,4.82,39.36,77
Bengaluru,02-05-2017,24.2,78.44,41.08,88.3,4.88,24.89,60
Bengaluru,03-05-2017,66.24,87.15,35.96,201.12,6.26,,84
Bengaluru,04-05-2017,42.2,90.14,43.35,205.86,5.54,17.45,94
Bengaluru,05-05-2017,28.27,85.96,42.47,145.2,5.76,6.19,80
Bengaluru,06-05-2017,40.02,92.31,37.46,246.03,5.88,,89
Bengaluru,07-05-2017,30.26,76.29,29.37,386.6,5.31,29.52,98
Bengaluru,08-05-2017,27.66,57.56,31.17,94.7,4.16,52.55,82
Bengaluru,09-05-2017,32.01,57.82,31.86,352.24,3.67,33.71,69
Bengaluru,10-05-2017,23.19,74.07,32.79,167.34,2.54,25.26,41
Bengaluru,11-05-2017,28.52,35.51,39.12,339.1,8.55,36.74,53
Bengaluru,12-05-2017,50.58,62.09,23.23,356.85,15.38,10.9,68
Bengaluru,13-05-2017,120.56,73.92,26.63,377.66,8.45,18.96,156
Bengaluru,14-05-2017,25.22,73.47,30.63,437.77,3.65,16.82,101
Bengaluru,15-05-2017,14.94,50.05,26.57,454.83,3.52,38.46,52
Bengaluru,16-05-2017,19.1,65.84,29.5,391.61,3.83,34.53,56
Bengaluru,17-05-2017,22.93,65.3,26.74,266.49,3.73,45.09,67
Bengaluru,18-05-2017,36.58,59.73,27.92,69.88,3.32,13.13,70
Bengaluru,19-05-2017,20.87,45.38,32.01,471.7,3.49,21.6,64
Bengaluru,20-05-2017,17.43,68.76,37.75,320.6,3.49,21.87,50
Bengaluru,21-05-2017,12.53,50.36,34.15,290.56,3.51,23.31,59
Bengaluru,22-05-2017,16.58,69.24,33.06,157.77,2.99,13.76,44
Bengaluru,23-05-2017,25.83,63.33,37.11,357.91,3.57,20.05,58
Bengaluru,24-05-2017,19.58,58.26,30.27,497.63,3.77,26.67,62
Bengaluru,25-05-2017,21.39,59.53,29.53,198.51,3.75,16.72,57
Bengaluru,26-05-2017,24.85,69,26.78,409.81,3.65,11.46,66
Bengaluru,27-05-2017,18.21,44.46,29.32,181.01,3.6,18.34,47
Bengaluru,28-05-2017,19.75,52.33,25.4,269.48,3.66,12.12,41
Bengaluru,29-05-2017,21.08,60.65,26.89,145.98,3.32,9.02,43
Bengaluru,30-05-2017,23.2,56.28,25.22,280.75,3.33,9.85,46
Bengaluru,31-05-2017,22.87,77.5,27.67,256.69,3.09,9.92,42
Bengaluru,01-06-2017,22.79,59.56,31.62,67.51,4.57,10.13,54
Bengaluru,02-06-2017,20.19,60.05,32.25,221.81,3.89,8.69,52
Bengaluru,03-06-2017,20.98,56.9,33.91,78.23,3.08,8.19,42
Bengaluru,04-06-2017,13.39,,24.89,252.78,1.33,7.55,28
Bengaluru,05-06-2017,21.81,82.88,31.17,491.08,4.21,8.38,29
Bengaluru,06-06-2017,22.93,49.92,30.17,181.84,3.86,7.92,54
Bengaluru,07-06-2017,22.94,32.85,27.88,282.04,4.37,10.29,47
Bengaluru,08-06-2017,20.75,75.64,25.47,108.59,4.56,14.64,51
Bengaluru,09-06-2017,23.65,82.24,27.84,119.29,4.59,19.12,55
Bengaluru,10-06-2017,19.78,91.96,31.35,209.96,4.87,19.88,54
Bengaluru,11-06-2017,16.51,77.75,30.97,270.38,4.72,19.08,51
Bengaluru,12-06-2017,19.12,65.59,28.24,365.63,4.79,19.47,45
Bengaluru,13-06-2017,21.6,100.65,28.56,255.51,4.33,19.68,44
Bengaluru,14-06-2017,19.77,95.84,29.47,60.97,4.24,21.06,59
Bengaluru,15-06-2017,24.56,112.8,31.52,171.93,4.74,20.85,76
Bengaluru,16-06-2017,24.66,89.59,31.25,61.15,5.71,18.43,65
Bengaluru,17-06-2017,24.18,87.23,30.54,463.07,4.36,20.06,60
Bengaluru,18-06-2017,17.82,92.85,26.38,63.07,5.21,9.1,57
Bengaluru,19-06-2017,16.61,85.76,25.73,72.32,4.74,10.17,50
Bengaluru,20-06-2017,24.03,90.54,25.75,184.22,6.85,7.75,53
Bengaluru,21-06-2017,19.58,110.37,30.5,334.55,7.44,13.04,70
Bengaluru,22-06-2017,21.05,71.41,26.66,211.08,5.8,8.43,60
Bengaluru,23-06-2017,24.53,38.64,30.26,77.7,7.02,13.82,54
Bengaluru,24-06-2017,25.35,123.16,45.04,426.31,6.42,10.04,60
Bengaluru,25-06-2017,25.16,89.68,39.31,365.1,5.68,7.84,71
Bengaluru,26-06-2017,31.13,96.37,37.52,228.37,7.96,8.44,138
Bengaluru,27-06-2017,37.61,111.77,38.89,354.61,6.63,8.39,78
Bengaluru,28-06-2017,37.34,97.49,34.73,173.56,6.63,8.99,82
Bengaluru,29-06-2017,36.44,78.38,31.89,287.54,6.62,9.92,76
Bengaluru,30-06-2017,35.4,107.39,33.89,446.23,6.63,10.32,76
Bengaluru,01-07-2017,25.33,129.55,39.99,98.46,7.11,11.34,92
Bengaluru,02-07-2017,30.07,110.45,68.84,431.1,6.55,10.47,160
Bengaluru,03-07-2017,25.82,93.48,68.34,404.85,6.23,10.21,92
Bengaluru,04-07-2017,,82.18,32.27,477.1,5.81,9.67,85
Bengaluru,05-07-2017,,87.64,30.38,281.2,4.7,8.98,93
Bengaluru,06-07-2017,,79.21,27.42,173.71,3.82,9.26,87
Bengaluru,07-07-2017,,126.74,27.96,208.89,3.86,12.39,
Bengaluru,08-07-2017,313.59,120.31,32.94,337.91,4.97,9.39,108
Bengaluru,09-07-2017,35.29,109.11,31.08,113.36,5.16,9.34,112
Bengaluru,10-07-2017,33.44,102.45,29.55,208.25,5.33,10.61,102
Bengaluru,11-07-2017,29.38,88.16,29.5,376.89,4.09,12.44,78
Bengaluru,12-07-2017,27.64,76.48,26.82,308.19,5.16,18.42,67
Bengaluru,13-07-2017,28.97,95.74,30.58,78.24,4.45,24.82,74
Bengaluru,14-07-2017,22.68,96.47,30.3,273.58,5.41,47.62,72
Bengaluru,15-07-2017,22.43,112.32,32.43,285.9,7.9,47.14,82
Bengaluru,16-07-2017,17.2,98.67,31.1,365.36,6.3,23.82,61
Bengaluru,17-07-2017,21.05,110.36,30.06,54.79,4.72,44.94,68
Bengaluru,18-07-2017,18.45,82.75,29.79,242.78,4.58,27.09,68
Bengaluru,19-07-2017,16.44,66.58,31.75,448.98,4.71,30.16,60
Bengaluru,20-07-2017,31.68,87.62,31.34,61.32,5.1,54.5,61
Bengaluru,21-07-2017,21.53,104.24,31.7,352.58,5.3,41.97,111
Bengaluru,22-07-2017,20.15,120.48,33.19,150.43,4.29,53.85,132
Bengaluru,23-07-2017,17.34,117.82,32.36,224.37,5.61,24.37,107
Bengaluru,24-07-2017,24.23,111.03,31.45,447.85,5.68,42.69,109
Bengaluru,25-07-2017,28.54,99.2,30.72,213.14,5.2,50.04,164
Bengaluru,26-07-2017,23.68,105.63,30.53,295.45,4.73,51.12,85
Bengaluru,27-07-2017,24.49,95.5,31.02,90.34,5.17,55.9,83
Bengaluru,28-07-2017,21.77,77.97,28.74,196.12,4.57,51.05,122
Bengaluru,29-07-2017,27.91,88.52,29.8,113.74,4.72,56.82,119
Bengaluru,30-07-2017,22.36,91.72,29.57,302.7,4.67,23.6,94
Bengaluru,31-07-2017,27.27,90.24,28.65,256.9,5.23,45.36,89
Bengaluru,01-08-2017,26.57,91.01,26.22,169.06,5.34,54.93,136
Bengaluru,02-08-2017,20.74,91.07,26.36,499.83,5.6,41.25,130
Bengaluru,03-08-2017,17.67,74.63,25.46,118.97,5.31,39.16,160
Bengaluru,04-08-2017,13.74,62.14,25.64,421.47,5.89,25.85,55
Bengaluru,05-08-2017,17.69,78.23,27.5,66.09,5.13,30.04,106
Bengaluru,06-08-2017,15.21,81.72,27.33,431.08,5.32,6.06,127
Bengaluru,07-08-2017,22.82,88.33,27.76,264.65,5.27,54.59,176
Bengaluru,08-08-2017,21.07,99.54,27.75,422.69,5.79,48.17,143
Bengaluru,09-08-2017,22.31,92.2,29.38,386.24,5.12,33.6,74
Bengaluru,10-08-2017,14.14,77.12,27.85,307.69,4.46,9.71,50
Bengaluru,11-08-2017,10.11,71.85,32.5,217.2,4.06,16.65,56
Bengaluru,12-08-2017,3.91,61.7,32.46,349.48,5.24,18.87,50
Bengaluru,13-08-2017,4.69,116.59,32.78,424.65,4.6,23.74,67
Bengaluru,14-08-2017,19.41,115.3,32.52,276.49,4.92,26.54,82
Bengaluru,15-08-2017,20.88,68.12,29.7,236.69,5.4,7.35,70
Bengaluru,16-08-2017,17.91,60.6,24.95,114.3,5.43,20.51,65
Bengaluru,17-08-2017,18.42,78.23,29.56,453.31,4.51,21.86,70
Bengaluru,18-08-2017,14.92,57.1,30.9,170.29,4.3,21.39,64
Bengaluru,19-08-2017,18.66,53.12,27.62,105.58,4.7,20.13,57
Bengaluru,20-08-2017,10.89,61.8,29.64,79.8,4.93,11.17,63
Bengaluru,21-08-2017,14.53,88.86,28.09,387.85,4.92,16.04,48
Bengaluru,22-08-2017,18.87,89.66,26.93,353.75,5.08,20.89,63
Bengaluru,23-08-2017,18.18,75.76,26.59,104.21,4.21,27.15,62
Bengaluru,24-08-2017,59.05,66.25,27.01,288.56,4.66,21.84,68
Bengaluru,25-08-2017,97.97,49.59,25.15,118.71,4.71,19.86,172
Bengaluru,26-08-2017,14.19,72.62,26.25,222.61,4.61,19.83,91
Bengaluru,27-08-2017,11.71,48.41,26.08,402.29,4.85,7.65,39
Bengaluru,28-08-2017,17.58,89.92,28.01,152.53,5.52,13.12,47
Bengaluru,29-08-2017,16.33,100.74,28.51,62.47,4.79,14.98,57
Bengaluru,30-08-2017,20.42,90.87,26.31,137,4.85,16.33,56
Bengaluru,31-08-2017,24.96,111.68,26.74,230.22,5.48,24.66,69
Bengaluru,01-09-2017,158.67,86.06,26.66,158.76,4.92,13.48,200
Bengaluru,02-09-2017,114.92,87.12,31.99,375,4.8,15.86,135
Bengaluru,03-09-2017,14.2,59.94,30.59,405.13,4.77,29.74,107
Bengaluru,04-09-2017,39.74,85.24,30.16,158.23,4.65,23.83,74
Bengaluru,05-09-2017,14.2,98.1,28.6,170.88,5.28,23.99,79
Bengaluru,06-09-2017,21.2,49.13,28.55,302.03,5.28,27.63,101
Bengaluru,07-09-2017,9.57,100.44,30.93,388.63,5.62,12.5,60
Bengaluru,08-09-2017,32.86,72.73,30.75,481.72,4.7,34.54,75
Bengaluru,09-09-2017,22.63,83.19,36.31,185.25,4.83,15.06,114
Bengaluru,10-09-2017,14.52,93.49,39.24,459.98,5.96,9.66,57
Bengaluru,11-09-2017,15.27,115.56,42.37,131.79,6.18,9.5,68
Bengaluru,12-09-2017,17.48,104.51,39.09,68.48,5.45,11.3,68
Bengaluru,13-09-2017,16.5,108.42,34.8,406.62,4.68,12.87,59
Bengaluru,14-09-2017,14.05,90.68,29.42,265.38,4.4,28.38,63
Bengaluru,15-09-2017,8.58,71.81,31.38,84.59,4.68,18.53,52
Bengaluru,16-09-2017,8.49,92.8,31.42,82,5.42,14.39,49
Bengaluru,17-09-2017,7.02,52.78,31.84,56.13,5.52,5.9,40
Bengaluru,18-09-2017,8.57,66.31,28.46,187.85,5.12,6.18,43
Bengaluru,19-09-2017,7.68,87.05,29.35,380.91,5.56,19.64,44
Bengaluru,20-09-2017,10.21,81.53,28.47,349.39,5.14,25.61,52
Bengaluru,21-09-2017,12.64,80.51,28.19,499.85,5.16,24.16,51
Bengaluru,22-09-2017,17.93,80.49,27.46,317.27,4.89,28.96,51
Bengaluru,23-09-2017,21.62,91.14,30.95,99.71,5.3,41.31,76
Bengaluru,24-09-2017,23.7,112.5,35.09,490.33,6.04,29.38,76
Bengaluru,25-09-2017,19.26,53.18,29.23,361.84,5.49,24.14,57
Bengaluru,26-09-2017,22.47,76.88,29.13,218.32,4.76,27.37,65
Bengaluru,27-09-2017,28.3,50.86,38.34,161.15,6.16,7.85,83
Bengaluru,28-09-2017,21.59,90.26,24.81,149.98,4.63,21.6,56
Bengaluru,29-09-2017,22.36,71.25,29.64,480.3,5.13,8.95,58
Bengaluru,30-09-2017,30.65,68.52,26.24,238.74,5.74,29.89,61
Bengaluru,01-10-2017,20.01,57.46,27.01,269.06,4.53,21.92,66
Bengaluru,02-10-2017,20.5,46.54,25.68,426.56,5.64,34.02,69
Bengaluru,03-10-2017,22.85,63.75,25.43,483.74,4.49,29.93,62
Bengaluru,04-10-2017,121.63,67.04,24.72,51.98,5.36,30.31,125
Bengaluru,05-10-2017,21.36,42.33,32.24,495.61,5.07,10.53,126
Bengaluru,06-10-2017,24.73,55.39,28.49,83.96,5.66,28.31,80
Bengaluru,07-10-2017,29.16,70.61,26.77,426.58,4.55,21.99,70
Bengaluru,08-10-2017,78.14,65.04,22.5,477.64,4.22,35.86,104
Bengaluru,09-10-2017,26.08,71.87,25,302.5,5.2,20.43,83
Bengaluru,10-10-2017,32.21,73.85,29.03,298.27,3.93,45.08,130
Bengaluru,11-10-2017,22.5,62.71,31.64,351.06,4.38,34.99,79
Bengaluru,12-10-2017,27.29,54.56,30.86,208.77,4.2,22.7,71
Bengaluru,13-10-2017,24.83,52.24,30.63,124.61,4.49,14.59,61
Bengaluru,14-10-2017,32.61,44.65,28.07,79.89,4.64,9.9,67
Bengaluru,15-10-2017,40.34,50.86,34.04,446.5,4.22,13.39,73
Bengaluru,16-10-2017,21.63,76.61,29.07,296.3,4.05,15.03,58
Bengaluru,17-10-2017,27.86,118.88,35.25,362.33,4.37,17.23,64
Bengaluru,18-10-2017,39.39,188.67,41.73,199.42,4.81,27.54,98
Bengaluru,19-10-2017,44.66,147.94,32.42,413.15,4.39,34.64,98
Bengaluru,20-10-2017,79.76,264.9,40.38,207.46,5.88,38.72,177
Bengaluru,21-10-2017,39.67,157.62,32.18,63.39,5.69,34.89,129
Bengaluru,22-10-2017,22.44,118.74,31.05,201.61,5.32,28.1,79
Bengaluru,23-10-2017,26.85,123.41,33.32,432.65,5.39,33.95,80
Bengaluru,24-10-2017,42.56,176.27,44.63,444.15,5.62,27.3,94
Bengaluru,25-10-2017,35.29,134.15,43.04,470.62,4.42,20.57,96
Bengaluru,26-10-2017,25.49,88.04,39.14,274.77,4.26,12.69,75
Bengaluru,27-10-2017,26.03,87.11,36.53,480.47,4.26,19.69,66
Bengaluru,28-10-2017,37.38,91.81,39.18,274.63,4.97,32.07,80
Bengaluru,29-10-2017,47.47,100.35,39.01,119.26,4.3,36.67,98
Bengaluru,30-10-2017,45.49,82.59,32.5,275.92,3.71,32.74,102
Bengaluru,31-10-2017,122.41,68.08,33.67,440.88,3.6,47.84,120
Bengaluru,01-11-2017,39.88,56.91,24.85,403.56,2.66,43.92,141
Bengaluru,02-11-2017,66.54,57.13,26.81,245.32,4.15,44.38,120
Bengaluru,03-11-2017,58.73,73.54,29.41,145.64,5.08,52.18,159
Bengaluru,04-11-2017,41.02,64.65,34.07,311.5,3.3,43.23,125
Bengaluru,05-11-2017,26.7,29.28,29.05,469.05,3.33,17.19,59
Bengaluru,06-11-2017,22.05,27.3,29.82,129.87,3.15,6.75,49
Bengaluru,07-11-2017,27.98,42.42,33.64,422.17,3.51,7.02,68
Bengaluru,08-11-2017,26.89,40.08,33.43,116.3,2.98,13.74,54
Bengaluru,09-11-2017,25.94,66.25,37.65,463.82,3.26,30.46,70
Bengaluru,10-11-2017,31.21,51.65,30.19,361.97,2.76,24.08,75
Bengaluru,11-11-2017,32.87,77.14,36.09,99.13,3.99,30.86,77
Bengaluru,12-11-2017,26.99,72,36.27,141.09,3.85,14.76,69
Bengaluru,13-11-2017,30.4,57.77,32.51,467.11,3.68,43.16,65
Bengaluru,14-11-2017,26.94,65.86,30.57,278.4,4.15,37.68,68
Bengaluru,15-11-2017,30.7,66.28,27.55,254.07,3.88,39.31,66
Bengaluru,16-11-2017,37.93,78.07,34.47,76.22,4.34,34.31,76
Bengaluru,17-11-2017,35.72,71.36,30.34,87.82,3.97,37.48,81
Bengaluru,18-11-2017,34.96,63.17,36.57,361.24,3.59,19.28,64
Bengaluru,19-11-2017,30.66,59.05,39.44,399.62,3.76,15.11,68
Bengaluru,20-11-2017,32.21,58.7,36.61,440.15,3.59,17.27,62
Bengaluru,21-11-2017,25.79,41.37,34.1,276.26,3.83,3.14,60
Bengaluru,22-11-2017,44.84,46.73,37.02,197.86,3.36,15.6,65
Bengaluru,23-11-2017,38.07,63.39,42.75,331.49,4.05,28.57,87
Bengaluru,24-11-2017,17.64,80.23,46.1,328.5,3.89,29.13,82
Bengaluru,25-11-2017,17.81,81.86,50.65,65.6,3.81,38.5,72
Bengaluru,26-11-2017,15.67,69.67,48.12,472.46,3.75,35.73,69
Bengaluru,27-11-2017,10.7,57.05,47.51,339.15,3.82,24.36,58
Bengaluru,28-11-2017,11.46,65.13,50.06,52.91,3.95,22.54,58
Bengaluru,29-11-2017,197.41,64.65,39.39,481.84,3.99,23.71,82
Bengaluru,30-11-2017,74.5,36.84,32.3,478.69,4.12,19.73,68
Bengaluru,01-12-2017,1.76,19.23,31.43,475.66,3.23,4.11,53
Bengaluru,02-12-2017,1.72,53.35,35.74,450,2.98,4.61,26
Bengaluru,03-12-2017,32.42,69.73,42.05,133.09,2.16,8.9,54
Bengaluru,04-12-2017,18.72,71.86,42.47,489.73,2.58,24.47,68
Bengaluru,05-12-2017,11.27,63.98,40.08,392.87,3.02,12.45,63
Bengaluru,06-12-2017,93.7,92.18,44.52,338.34,4.86,,83
Bengaluru,07-12-2017,70.22,77.97,47.64,474.2,4.42,,96
Bengaluru,08-12-2017,103.18,93.55,66.21,221.49,4.75,,120
Bengaluru,09-12-2017,90.59,108.41,62.95,469.12,4.86,,148
Bengaluru,10-12-2017,81.28,117.05,57.89,322.56,4.96,,133
Bengaluru,11-12-2017,63.5,85.74,38.93,310.68,4.41,,143
Bengaluru,12-12-2017,,85.6,33.87,340.68,3.84,,86
Bengaluru,13-12-2017,,93.92,39.02,389.37,3.72,,75
Bengaluru,14-12-2017,161.35,73.5,43.69,250.21,3.71,,86
Bengaluru,15-12-2017,85.57,55.14,81.78,491.27,2.87,,122
Bengaluru,16-12-2017,75.91,63.26,42.57,89.83,3.2,,119
Bengaluru,17-12-2017,79.75,69.56,48.64,461.22,3.56,,100
Bengaluru,18-12-2017,84.85,81.51,63.33,345.84,3.66,,108
Bengaluru,19-12-2017,76.92,72.71,50.27,459.46,3.71,,112
Bengaluru,20-12-2017,107.9,70.28,80.93,215.94,6.38,,110
Bengaluru,21-12-2017,84.55,62.23,115.11,423.05,5.76,,131
Bengaluru,22-12-2017,71.71,58.04,142.35,327.19,3.32,,93
Bengaluru,23-12-2017,56.14,60.26,61.7,424,3.55,,91
Bengaluru,24-12-2017,48.78,38.57,31.49,196.26,2.29,,70
Bengaluru,25-12-2017,159.52,45.31,29.62,462.79,2.78,,91
Bengaluru,26-12-2017,63.3,60.95,32.19,465.91,2.72,,174
Bengaluru,27-12-2017,73.7,87.05,44.73,263.67,3.4,,99
Bengaluru,28-12-2017,62.76,83.3,44.56,230.14,3.38,52.72,109
